,Date,HomeTeam,AwayTeam,Final_HomeGoals,Final_AwayGoals,Final_Result,Half_HomeGoals,Half_AwayGoals,Half_Result,Referee,Home_Shots,Away_Shots,HomeShots_Target,AwayShots_Target,Home_Fouls,Away_Fouls,Home_Corner,Away_Corner,Home_Yellows,Away_Yellows,Home_Reds,Away_Reds,Season
355,2009-09-05,West Ham,Liverpool,0.0,3.0,A,0.0,2.0,A,A Wiley,8.0,16.0,3.0,9.0,10.0,17.0,2.0,4.0,3.0,2.0,0.0,0.0,1
356,2009-10-05,Arsenal,Chelsea,1.0,4.0,A,0.0,2.0,A,P Dowd,15.0,16.0,7.0,8.0,19.0,12.0,6.0,2.0,1.0,0.0,0.0,0.0,1
362,2009-05-16,Man United,Arsenal,0.0,0.0,D,0.0,0.0,D,M Dean,11.0,14.0,5.0,11.0,13.0,14.0,2.0,6.0,0.0,5.0,0.0,0.0,1
368,2009-05-17,West Brom,Liverpool,0.0,2.0,A,0.0,1.0,A,M Atkinson,12.0,16.0,7.0,10.0,13.0,4.0,11.0,5.0,2.0,0.0,0.0,0.0,1
370,2009-05-24,Arsenal,Stoke,4.0,1.0,H,4.0,1.0,H,M Atkinson,24.0,3.0,11.0,1.0,9.0,11.0,6.0,0.0,1.0,0.0,0.0,0.0,1
375,2009-05-24,Liverpool,Tottenham,3.0,1.0,H,1.0,0.0,H,P Walton,20.0,8.0,9.0,4.0,14.0,4.0,9.0,2.0,0.0,1.0,0.0,0.0,1
4,2009-08-15,Everton,Arsenal,1.0,6.0,A,0.0,3.0,A,M Halsey,8.0,15.0,5.0,9.0,11.0,13.0,4.0,9.0,0.0,0.0,0.0,0.0,2
9,2009-08-16,Tottenham,Liverpool,2.0,1.0,H,1.0,0.0,H,P Dowd,17.0,6.0,11.0,3.0,14.0,16.0,6.0,5.0,3.0,3.0,0.0,0.0,2
15,2009-08-19,Liverpool,Stoke,4.0,0.0,H,2.0,0.0,H,P Walton,18.0,6.0,13.0,3.0,10.0,9.0,11.0,5.0,0.0,1.0,0.0,0.0,2
16,2009-08-22,Arsenal,Portsmouth,4.0,1.0,H,2.0,1.0,H,S Bennett,19.0,9.0,16.0,4.0,9.0,10.0,8.0,4.0,1.0,0.0,0.0,0.0,2
25,2009-08-24,Liverpool,Aston Villa,1.0,3.0,A,0.0,2.0,A,M Atkinson,21.0,7.0,12.0,4.0,15.0,11.0,10.0,4.0,3.0,2.0,0.0,0.0,2
27,2009-08-29,Bolton,Liverpool,2.0,3.0,A,1.0,1.0,D,A Wiley,8.0,26.0,5.0,14.0,14.0,7.0,5.0,11.0,3.0,1.0,1.0,0.0,2
29,2009-08-29,Man United,Arsenal,2.0,1.0,H,0.0,1.0,A,M Dean,10.0,9.0,4.0,3.0,21.0,15.0,6.0,5.0,3.0,6.0,0.0,0.0,2
37,2009-12-09,Liverpool,Burnley,4.0,0.0,H,2.0,0.0,H,L Mason,27.0,6.0,16.0,3.0,8.0,10.0,7.0,5.0,0.0,2.0,0.0,0.0,2
38,2009-12-09,Man City,Arsenal,4.0,2.0,H,1.0,0.0,H,M Clattenburg,10.0,19.0,6.0,9.0,13.0,12.0,3.0,12.0,3.0,2.0,0.0,0.0,2
46,2009-09-19,Arsenal,Wigan,4.0,0.0,H,1.0,0.0,H,M Jones,23.0,8.0,11.0,5.0,6.0,18.0,6.0,4.0,2.0,2.0,0.0,0.0,2
51,2009-09-19,West Ham,Liverpool,2.0,3.0,A,2.0,2.0,D,A Marriner,8.0,19.0,5.0,15.0,13.0,17.0,4.0,4.0,3.0,3.0,0.0,0.0,2
58,2009-09-26,Fulham,Arsenal,0.0,1.0,A,0.0,0.0,D,M Atkinson,18.0,14.0,12.0,4.0,14.0,11.0,4.0,6.0,4.0,0.0,0.0,0.0,2
59,2009-09-26,Liverpool,Hull,6.0,1.0,H,2.0,1.0,H,P Walton,22.0,7.0,14.0,3.0,10.0,3.0,13.0,2.0,1.0,4.0,0.0,0.0,2
71,2009-04-10,Arsenal,Blackburn,6.0,2.0,H,3.0,2.0,H,P Walton,24.0,7.0,18.0,7.0,9.0,10.0,8.0,1.0,1.0,1.0,0.0,0.0,2
72,2009-04-10,Chelsea,Liverpool,2.0,0.0,H,0.0,0.0,D,M Atkinson,12.0,12.0,8.0,3.0,14.0,17.0,5.0,8.0,1.0,1.0,0.0,0.0,2
76,2009-10-17,Arsenal,Birmingham,3.0,1.0,H,2.0,1.0,H,L Probert,20.0,3.0,12.0,2.0,8.0,16.0,7.0,3.0,1.0,2.0,0.0,0.0,2
82,2009-10-17,Sunderland,Liverpool,1.0,0.0,H,1.0,0.0,H,M Jones,13.0,15.0,7.0,6.0,20.0,17.0,1.0,7.0,2.0,1.0,0.0,0.0,2
93,2009-10-25,Liverpool,Man United,2.0,0.0,H,0.0,0.0,D,A Marriner,11.0,7.0,6.0,5.0,20.0,11.0,5.0,1.0,2.0,3.0,1.0,1.0,2
95,2009-10-25,West Ham,Arsenal,2.0,2.0,D,0.0,2.0,A,C Foy,15.0,15.0,9.0,10.0,17.0,15.0,6.0,8.0,3.0,2.0,1.0,0.0,2
96,2009-10-31,Arsenal,Tottenham,3.0,0.0,H,2.0,0.0,H,M Clattenburg,18.0,7.0,12.0,5.0,10.0,10.0,6.0,2.0,1.0,1.0,0.0,0.0,2
100,2009-10-31,Fulham,Liverpool,3.0,1.0,H,1.0,1.0,D,L Mason,10.0,6.0,6.0,3.0,10.0,13.0,2.0,2.0,1.0,0.0,0.0,2.0,2
111,2009-07-11,Wolves,Arsenal,1.0,4.0,A,0.0,3.0,A,St Bennett,8.0,11.0,6.0,6.0,9.0,15.0,4.0,4.0,2.0,3.0,0.0,0.0,2
116,2009-09-11,Liverpool,Birmingham,2.0,2.0,D,1.0,2.0,A,P Walton,27.0,5.0,14.0,2.0,7.0,9.0,11.0,1.0,1.0,2.0,0.0,0.0,2
121,2009-11-21,Liverpool,Man City,2.0,2.0,D,0.0,0.0,D,P Dowd,10.0,9.0,6.0,6.0,9.0,13.0,7.0,3.0,2.0,0.0,0.0,0.0,2
123,2009-11-21,Sunderland,Arsenal,1.0,0.0,H,0.0,0.0,D,A Wiley,5.0,9.0,1.0,3.0,10.0,10.0,2.0,6.0,2.0,1.0,0.0,0.0,2
136,2009-11-29,Arsenal,Chelsea,0.0,3.0,A,0.0,2.0,A,A Marriner,5.0,7.0,3.0,5.0,17.0,12.0,4.0,3.0,2.0,2.0,0.0,0.0,2
137,2009-11-29,Everton,Liverpool,0.0,2.0,A,0.0,1.0,A,A Wiley,12.0,9.0,8.0,7.0,15.0,12.0,6.0,4.0,1.0,0.0,0.0,0.0,2
139,2009-05-12,Arsenal,Stoke,2.0,0.0,H,1.0,0.0,H,M Clattenburg,12.0,5.0,8.0,4.0,3.0,7.0,10.0,2.0,0.0,0.0,0.0,0.0,2
141,2009-05-12,Blackburn,Liverpool,0.0,0.0,D,0.0,0.0,D,M Atkinson,9.0,15.0,3.0,11.0,15.0,9.0,1.0,8.0,1.0,0.0,0.0,0.0,2
158,2009-12-13,Liverpool,Arsenal,1.0,2.0,A,1.0,0.0,H,H Webb,6.0,7.0,3.0,5.0,19.0,16.0,3.0,4.0,3.0,3.0,0.0,0.0,2
163,2009-12-16,Burnley,Arsenal,1.0,1.0,D,1.0,1.0,D,M Dean,8.0,17.0,3.0,9.0,11.0,11.0,3.0,6.0,2.0,0.0,0.0,0.0,2
165,2009-12-16,Liverpool,Wigan,2.0,1.0,H,1.0,0.0,H,P Dowd,12.0,8.0,7.0,5.0,12.0,11.0,13.0,0.0,1.0,1.0,0.0,0.0,2
167,2009-12-19,Arsenal,Hull,3.0,0.0,H,1.0,0.0,H,S Bennett,18.0,6.0,9.0,2.0,9.0,14.0,8.0,0.0,1.0,5.0,0.0,0.0,2
172,2009-12-19,Portsmouth,Liverpool,2.0,0.0,H,1.0,0.0,H,L Mason,14.0,7.0,6.0,3.0,7.0,12.0,8.0,10.0,3.0,3.0,0.0,1.0,2
179,2009-12-26,Liverpool,Wolves,2.0,0.0,H,0.0,0.0,D,A Marriner,14.0,6.0,10.0,2.0,9.0,10.0,7.0,1.0,0.0,1.0,0.0,1.0,2
184,2009-12-27,Arsenal,Aston Villa,3.0,0.0,H,0.0,0.0,D,P Dowd,19.0,7.0,12.0,3.0,14.0,18.0,10.0,4.0,1.0,3.0,0.0,0.0,2
192,2009-12-29,Aston Villa,Liverpool,0.0,1.0,A,0.0,0.0,D,L Probert,11.0,12.0,7.0,9.0,13.0,11.0,8.0,10.0,1.0,1.0,0.0,0.0,2
195,2009-12-30,Portsmouth,Arsenal,1.0,4.0,A,0.0,2.0,A,A Wiley,10.0,14.0,6.0,10.0,14.0,3.0,2.0,10.0,2.0,0.0,0.0,0.0,2
197,2010-09-01,Arsenal,Everton,2.0,2.0,D,1.0,1.0,D,P Walton,6.0,9.0,5.0,5.0,10.0,11.0,6.0,8.0,1.0,1.0,0.0,0.0,2
203,2010-01-16,Stoke,Liverpool,1.0,1.0,D,0.0,0.0,D,L Mason,6.0,4.0,5.0,3.0,14.0,10.0,10.0,0.0,1.0,2.0,0.0,0.0,2
208,2010-01-17,Bolton,Arsenal,0.0,2.0,A,0.0,1.0,A,P Dowd,12.0,14.0,6.0,9.0,13.0,5.0,2.0,4.0,1.0,2.0,0.0,0.0,2
209,2010-01-20,Arsenal,Bolton,4.0,2.0,H,1.0,2.0,A,A Wiley,20.0,7.0,14.0,4.0,16.0,17.0,9.0,3.0,1.0,2.0,0.0,0.0,2
210,2010-01-20,Liverpool,Tottenham,2.0,0.0,H,1.0,0.0,H,H Webb,13.0,7.0,5.0,5.0,11.0,17.0,2.0,3.0,2.0,3.0,0.0,0.0,2
215,2010-01-26,Wolves,Liverpool,0.0,0.0,D,0.0,0.0,D,P Walton,6.0,6.0,4.0,3.0,10.0,11.0,0.0,7.0,0.0,1.0,0.0,0.0,2
216,2010-01-27,Aston Villa,Arsenal,0.0,0.0,D,0.0,0.0,D,L Probert,8.0,12.0,2.0,8.0,16.0,15.0,7.0,7.0,2.0,2.0,0.0,0.0,2
224,2010-01-30,Liverpool,Bolton,2.0,0.0,H,1.0,0.0,H,S Bennett,13.0,4.0,6.0,1.0,12.0,10.0,11.0,3.0,1.0,3.0,0.0,0.0,2
227,2010-01-31,Arsenal,Man United,1.0,3.0,A,0.0,2.0,A,C Foy,18.0,11.0,7.0,5.0,9.0,12.0,8.0,5.0,1.0,0.0,0.0,0.0,2
235,2010-06-02,Liverpool,Everton,1.0,0.0,H,0.0,0.0,D,M Atkinson,9.0,6.0,4.0,3.0,11.0,23.0,8.0,8.0,3.0,3.0,1.0,1.0,2
241,2010-07-02,Chelsea,Arsenal,2.0,0.0,H,2.0,0.0,H,M Dean,9.0,14.0,3.0,6.0,11.0,14.0,4.0,8.0,2.0,2.0,0.0,0.0,2
246,2010-10-02,Arsenal,Liverpool,1.0,0.0,H,0.0,0.0,D,H Webb,11.0,9.0,6.0,7.0,19.0,13.0,3.0,6.0,3.0,2.0,0.0,0.0,2
254,2010-02-20,Arsenal,Sunderland,2.0,0.0,H,1.0,0.0,H,S Bennett,16.0,6.0,10.0,4.0,8.0,10.0,7.0,1.0,1.0,5.0,0.0,0.0,2
262,2010-02-21,Man City,Liverpool,0.0,0.0,D,0.0,0.0,D,P Walton,4.0,6.0,1.0,2.0,7.0,15.0,8.0,5.0,1.0,6.0,0.0,0.0,2
269,2010-02-27,Stoke,Arsenal,1.0,3.0,A,1.0,1.0,D,P Walton,4.0,17.0,3.0,11.0,12.0,7.0,3.0,6.0,0.0,1.0,1.0,0.0,2
270,2010-02-28,Liverpool,Blackburn,2.0,1.0,H,2.0,1.0,H,A Wiley,12.0,12.0,6.0,7.0,10.0,22.0,4.0,5.0,1.0,5.0,0.0,0.0,2
273,2010-06-03,Arsenal,Burnley,3.0,1.0,H,1.0,0.0,H,C Foy,20.0,8.0,11.0,5.0,5.0,12.0,8.0,2.0,0.0,4.0,0.0,0.0,2
277,2010-08-03,Wigan,Liverpool,1.0,0.0,H,1.0,0.0,H,A Marriner,12.0,11.0,4.0,3.0,15.0,14.0,4.0,7.0,1.0,5.0,0.0,0.0,2
285,2010-03-13,Hull,Arsenal,1.0,2.0,A,1.0,1.0,D,A Marriner,7.0,18.0,2.0,9.0,16.0,13.0,2.0,8.0,2.0,2.0,1.0,0.0,2
290,2010-03-15,Liverpool,Portsmouth,4.0,1.0,H,3.0,0.0,H,S Attwell,23.0,7.0,12.0,3.0,10.0,15.0,8.0,4.0,0.0,2.0,0.0,0.0,2
292,2010-03-20,Arsenal,West Ham,2.0,0.0,H,1.0,0.0,H,M Atkinson,9.0,8.0,5.0,4.0,7.0,24.0,4.0,2.0,1.0,4.0,1.0,0.0,2
301,2010-03-21,Man United,Liverpool,2.0,1.0,H,1.0,1.0,D,H Webb,10.0,4.0,5.0,2.0,10.0,15.0,1.0,2.0,2.0,3.0,0.0,0.0,2
307,2010-03-27,Birmingham,Arsenal,1.0,1.0,D,0.0,0.0,D,H Webb,7.0,13.0,3.0,8.0,13.0,13.0,3.0,6.0,3.0,2.0,0.0,0.0,2
315,2010-03-28,Liverpool,Sunderland,3.0,0.0,H,2.0,0.0,H,P Dowd,25.0,7.0,16.0,2.0,11.0,9.0,9.0,2.0,0.0,1.0,0.0,0.0,2
317,2010-03-04,Arsenal,Wolves,1.0,0.0,H,0.0,0.0,D,A Marriner,23.0,3.0,13.0,2.0,10.0,13.0,10.0,4.0,0.0,2.0,0.0,1.0,2
324,2010-04-04,Birmingham,Liverpool,1.0,1.0,D,0.0,0.0,D,M Atkinson,8.0,16.0,3.0,8.0,14.0,9.0,5.0,4.0,2.0,1.0,0.0,0.0,2
330,2010-11-04,Liverpool,Fulham,0.0,0.0,D,0.0,0.0,D,A Marriner,18.0,2.0,9.0,2.0,6.0,16.0,10.0,1.0,1.0,3.0,0.0,0.0,2
335,2010-04-14,Tottenham,Arsenal,2.0,1.0,H,1.0,0.0,H,M Clattenburg,13.0,19.0,10.0,11.0,13.0,10.0,4.0,6.0,3.0,1.0,0.0,0.0,2
345,2010-04-18,Wigan,Arsenal,3.0,2.0,H,0.0,1.0,A,L Mason,16.0,11.0,11.0,8.0,15.0,13.0,8.0,3.0,2.0,1.0,0.0,0.0,2
346,2010-04-19,Liverpool,West Ham,3.0,0.0,H,2.0,0.0,H,P Walton,17.0,6.0,8.0,2.0,8.0,12.0,9.0,2.0,0.0,2.0,0.0,0.0,2
348,2010-04-24,Arsenal,Man City,0.0,0.0,D,0.0,0.0,D,M Dean,9.0,3.0,4.0,2.0,13.0,14.0,5.0,1.0,4.0,2.0,0.0,0.0,2
355,2010-04-25,Burnley,Liverpool,0.0,4.0,A,0.0,0.0,D,P Dowd,12.0,12.0,6.0,10.0,13.0,11.0,4.0,5.0,2.0,1.0,0.0,0.0,2
364,2010-02-05,Liverpool,Chelsea,0.0,2.0,A,0.0,1.0,A,A Wiley,7.0,15.0,2.0,11.0,7.0,7.0,9.0,5.0,1.0,2.0,0.0,0.0,2
366,2010-03-05,Blackburn,Arsenal,2.0,1.0,H,1.0,1.0,D,M Atkinson,11.0,6.0,7.0,4.0,19.0,15.0,5.0,8.0,2.0,2.0,0.0,0.0,2
370,2010-09-05,Arsenal,Fulham,4.0,0.0,H,3.0,0.0,H,M Jones,16.0,5.0,11.0,2.0,11.0,10.0,5.0,2.0,2.0,2.0,0.0,0.0,2
376,2010-09-05,Hull,Liverpool,0.0,0.0,D,0.0,0.0,D,A Marriner,11.0,19.0,6.0,7.0,15.0,11.0,2.0,6.0,1.0,0.0,0.0,0.0,2
8,2010-08-15,Liverpool,Arsenal,1.0,1.0,D,0.0,0.0,D,M Atkinson,7.0,14.0,4.0,7.0,13.0,15.0,9.0,11.0,1.0,3.0,1.0,1.0,3
10,2010-08-21,Arsenal,Blackpool,6.0,0.0,H,3.0,0.0,H,M Jones,26.0,3.0,16.0,1.0,9.0,3.0,8.0,2.0,0.0,0.0,0.0,1.0,3
19,2010-08-23,Man City,Liverpool,3.0,0.0,H,1.0,0.0,H,P Dowd,8.0,13.0,3.0,7.0,13.0,12.0,5.0,4.0,1.0,1.0,0.0,0.0,3
20,2010-08-28,Blackburn,Arsenal,1.0,2.0,A,1.0,1.0,D,C Foy,15.0,14.0,7.0,9.0,9.0,7.0,4.0,8.0,1.0,0.0,0.0,0.0,3
28,2010-08-29,Liverpool,West Brom,1.0,0.0,H,0.0,0.0,D,L Probert,11.0,14.0,7.0,5.0,9.0,8.0,7.0,6.0,0.0,0.0,0.0,1.0,3
30,2010-11-09,Arsenal,Bolton,4.0,1.0,H,1.0,1.0,D,S Attwell,23.0,7.0,14.0,6.0,11.0,11.0,9.0,6.0,2.0,2.0,0.0,1.0,3
38,2010-12-09,Birmingham,Liverpool,0.0,0.0,D,0.0,0.0,D,M Halsey,15.0,14.0,3.0,8.0,8.0,9.0,4.0,3.0,1.0,0.0,0.0,0.0,3
44,2010-09-18,Sunderland,Arsenal,1.0,1.0,D,0.0,1.0,A,P Dowd,16.0,16.0,5.0,7.0,11.0,13.0,11.0,3.0,2.0,2.0,0.0,1.0,3
48,2010-09-19,Man United,Liverpool,3.0,2.0,H,1.0,0.0,H,H Webb,16.0,7.0,7.0,1.0,15.0,10.0,6.0,1.0,4.0,1.0,0.0,0.0,3
50,2010-09-25,Arsenal,West Brom,2.0,3.0,A,0.0,0.0,D,M Oliver,24.0,7.0,12.0,5.0,15.0,14.0,16.0,4.0,4.0,3.0,0.0,0.0,3
54,2010-09-25,Liverpool,Sunderland,2.0,2.0,D,1.0,1.0,D,S Attwell,13.0,10.0,5.0,1.0,15.0,7.0,3.0,3.0,3.0,1.0,0.0,0.0,3
67,2010-03-10,Chelsea,Arsenal,2.0,0.0,H,1.0,0.0,H,M Dean,11.0,13.0,6.0,5.0,7.0,12.0,10.0,10.0,1.0,1.0,0.0,0.0,3
68,2010-03-10,Liverpool,Blackpool,1.0,2.0,A,0.0,2.0,A,M Jones,19.0,11.0,10.0,7.0,11.0,10.0,5.0,2.0,2.0,1.0,0.0,0.0,3
70,2010-10-16,Arsenal,Birmingham,2.0,1.0,H,1.0,1.0,D,M Atkinson,18.0,6.0,13.0,4.0,16.0,9.0,7.0,3.0,2.0,2.0,1.0,0.0,3
78,2010-10-17,Everton,Liverpool,2.0,0.0,H,1.0,0.0,H,H Webb,9.0,15.0,6.0,9.0,10.0,9.0,8.0,7.0,2.0,2.0,0.0,0.0,3
87,2010-10-24,Liverpool,Blackburn,2.0,1.0,H,0.0,0.0,D,P Dowd,17.0,4.0,10.0,2.0,17.0,12.0,15.0,4.0,2.0,3.0,0.0,0.0,3
88,2010-10-24,Man City,Arsenal,0.0,3.0,A,0.0,1.0,A,M Clattenburg,9.0,12.0,6.0,8.0,11.0,10.0,6.0,7.0,2.0,4.0,1.0,0.0,3
90,2010-10-30,Arsenal,West Ham,1.0,0.0,H,0.0,0.0,D,M Jones,20.0,6.0,13.0,3.0,14.0,18.0,7.0,4.0,2.0,2.0,0.0,0.0,3
97,2010-10-31,Bolton,Liverpool,0.0,1.0,A,0.0,0.0,D,M Atkinson,14.0,10.0,10.0,4.0,15.0,13.0,1.0,4.0,2.0,2.0,0.0,0.0,3
107,2010-07-11,Arsenal,Newcastle,0.0,1.0,A,0.0,1.0,A,M Dean,11.0,7.0,8.0,2.0,16.0,12.0,12.0,2.0,3.0,1.0,1.0,0.0,3
108,2010-07-11,Liverpool,Chelsea,2.0,0.0,H,2.0,0.0,H,H Webb,9.0,11.0,7.0,7.0,15.0,17.0,2.0,5.0,0.0,2.0,0.0,0.0,3
118,2010-10-11,Wigan,Liverpool,1.0,1.0,D,0.0,1.0,A,P Walton,10.0,8.0,8.0,3.0,7.0,10.0,5.0,4.0,0.0,2.0,0.0,0.0,3
119,2010-10-11,Wolves,Arsenal,0.0,2.0,A,0.0,1.0,A,M Halsey,14.0,12.0,7.0,8.0,7.0,14.0,5.0,2.0,1.0,2.0,0.0,0.0,3
123,2010-11-13,Stoke,Liverpool,2.0,0.0,H,0.0,0.0,D,M Halsey,14.0,10.0,7.0,6.0,14.0,10.0,4.0,3.0,2.0,3.0,0.0,1.0,3
129,2010-11-14,Everton,Arsenal,1.0,2.0,A,0.0,1.0,A,H Webb,14.0,13.0,7.0,8.0,15.0,14.0,9.0,2.0,2.0,2.0,0.0,0.0,3
130,2010-11-20,Arsenal,Tottenham,2.0,3.0,A,2.0,0.0,H,P Dowd,12.0,10.0,7.0,6.0,17.0,16.0,2.0,6.0,3.0,1.0,0.0,0.0,3
134,2010-11-20,Liverpool,West Ham,3.0,0.0,H,3.0,0.0,H,L Probert,19.0,6.0,11.0,1.0,8.0,8.0,10.0,2.0,0.0,1.0,0.0,0.0,3
140,2010-11-27,Aston Villa,Arsenal,2.0,4.0,A,0.0,2.0,A,M Clattenburg,6.0,17.0,4.0,10.0,10.0,7.0,3.0,8.0,1.0,1.0,0.0,0.0,3
149,2010-11-28,Tottenham,Liverpool,2.0,1.0,H,0.0,1.0,A,M Atkinson,20.0,12.0,13.0,8.0,6.0,16.0,5.0,8.0,0.0,5.0,0.0,0.0,3
150,2010-04-12,Arsenal,Fulham,2.0,1.0,H,1.0,1.0,D,C Foy,15.0,11.0,9.0,7.0,7.0,5.0,3.0,7.0,0.0,0.0,0.0,0.0,3
158,2010-06-12,Liverpool,Aston Villa,3.0,0.0,H,2.0,0.0,H,P Dowd,12.0,5.0,7.0,2.0,12.0,13.0,4.0,3.0,0.0,1.0,0.0,0.0,3
162,2010-11-12,Newcastle,Liverpool,3.0,1.0,H,1.0,0.0,H,L Mason,8.0,16.0,5.0,7.0,19.0,13.0,2.0,5.0,2.0,1.0,0.0,0.0,3
168,2010-12-13,Man United,Arsenal,1.0,0.0,H,1.0,0.0,H,H Webb,14.0,11.0,10.0,6.0,7.0,16.0,5.0,4.0,0.0,4.0,0.0,0.0,3
179,2010-12-27,Arsenal,Chelsea,3.0,1.0,H,1.0,0.0,H,M Clattenburg,10.0,10.0,8.0,4.0,12.0,16.0,4.0,6.0,2.0,3.0,0.0,0.0,3
188,2010-12-29,Liverpool,Wolves,0.0,1.0,A,0.0,0.0,D,P Walton,9.0,7.0,5.0,3.0,8.0,11.0,2.0,8.0,1.0,1.0,0.0,0.0,3
189,2010-12-29,Wigan,Arsenal,2.0,2.0,D,1.0,2.0,A,L Probert,7.0,15.0,5.0,9.0,16.0,11.0,3.0,4.0,1.0,0.0,1.0,0.0,3
190,2011-01-01,Birmingham,Arsenal,0.0,3.0,A,0.0,1.0,A,P Walton,2.0,18.0,1.0,11.0,7.0,9.0,4.0,5.0,3.0,1.0,0.0,0.0,3
191,2011-01-01,Liverpool,Bolton,2.0,1.0,H,0.0,1.0,A,K Friend,16.0,10.0,7.0,4.0,11.0,16.0,7.0,4.0,2.0,2.0,0.0,0.0,3
203,2011-05-01,Arsenal,Man City,0.0,0.0,D,0.0,0.0,D,M Jones,13.0,5.0,8.0,0.0,6.0,12.0,7.0,2.0,0.0,2.0,1.0,1.0,3
205,2011-05-01,Blackburn,Liverpool,3.0,1.0,H,2.0,0.0,H,A Marriner,10.0,13.0,4.0,9.0,14.0,13.0,0.0,7.0,1.0,1.0,0.0,0.0,3
210,2011-12-01,Blackpool,Liverpool,2.0,1.0,H,1.0,1.0,D,M Oliver,13.0,10.0,9.0,6.0,6.0,13.0,3.0,3.0,1.0,3.0,0.0,0.0,3
215,2011-01-15,West Ham,Arsenal,0.0,3.0,A,0.0,2.0,A,A Marriner,7.0,19.0,6.0,13.0,8.0,7.0,4.0,10.0,1.0,0.0,0.0,0.0,3
218,2011-01-16,Liverpool,Everton,2.0,2.0,D,1.0,0.0,H,P Dowd,19.0,10.0,14.0,5.0,16.0,17.0,10.0,6.0,3.0,0.0,0.0,0.0,3
221,2011-01-22,Arsenal,Wigan,3.0,0.0,H,1.0,0.0,H,K Friend,23.0,3.0,15.0,1.0,6.0,14.0,8.0,1.0,0.0,1.0,0.0,1.0,3
228,2011-01-22,Wolves,Liverpool,0.0,3.0,A,0.0,1.0,A,M Atkinson,11.0,15.0,4.0,10.0,6.0,17.0,5.0,4.0,0.0,3.0,0.0,0.0,3
233,2011-01-26,Liverpool,Fulham,1.0,0.0,H,0.0,0.0,D,L Probert,11.0,12.0,7.0,8.0,11.0,10.0,6.0,2.0,0.0,0.0,0.0,0.0,3
234,2011-01-02,Arsenal,Everton,2.0,1.0,H,0.0,1.0,A,L Mason,19.0,4.0,10.0,4.0,12.0,14.0,5.0,7.0,3.0,5.0,0.0,0.0,3
243,2011-02-02,Liverpool,Stoke,2.0,0.0,H,0.0,0.0,D,A Taylor,13.0,6.0,9.0,1.0,6.0,8.0,7.0,0.0,1.0,4.0,0.0,0.0,3
247,2011-05-02,Newcastle,Arsenal,4.0,4.0,D,0.0,4.0,A,P Dowd,16.0,13.0,8.0,10.0,13.0,15.0,12.0,6.0,2.0,3.0,0.0,1.0,3
252,2011-06-02,Chelsea,Liverpool,0.0,1.0,A,0.0,0.0,D,A Marriner,14.0,7.0,4.0,4.0,9.0,9.0,4.0,3.0,1.0,1.0,0.0,0.0,3
254,2011-12-02,Arsenal,Wolves,2.0,0.0,H,1.0,0.0,H,C Foy,17.0,2.0,8.0,0.0,15.0,9.0,3.0,6.0,0.0,1.0,0.0,0.0,3
258,2011-12-02,Liverpool,Wigan,1.0,1.0,D,1.0,0.0,H,K Friend,13.0,8.0,5.0,2.0,11.0,17.0,8.0,5.0,1.0,3.0,0.0,0.0,3
267,2011-02-23,Arsenal,Stoke,1.0,0.0,H,1.0,0.0,H,P Walton,9.0,7.0,4.0,4.0,8.0,9.0,5.0,3.0,1.0,2.0,0.0,0.0,3
274,2011-02-27,West Ham,Liverpool,3.0,1.0,H,2.0,0.0,H,M Halsey,17.0,12.0,11.0,8.0,10.0,8.0,6.0,8.0,0.0,1.0,0.0,0.0,3
277,2011-05-03,Arsenal,Sunderland,0.0,0.0,D,0.0,0.0,D,A Taylor,14.0,6.0,7.0,3.0,13.0,10.0,5.0,6.0,3.0,3.0,0.0,0.0,3
284,2011-06-03,Liverpool,Man United,3.0,1.0,H,2.0,0.0,H,P Dowd,17.0,12.0,10.0,7.0,12.0,12.0,6.0,4.0,2.0,3.0,0.0,0.0,3
294,2011-03-19,West Brom,Arsenal,2.0,2.0,D,1.0,0.0,H,S Attwell,4.0,18.0,3.0,11.0,9.0,7.0,2.0,7.0,1.0,3.0,0.0,0.0,3
297,2011-03-20,Sunderland,Liverpool,0.0,2.0,A,0.0,1.0,A,K Friend,3.0,10.0,1.0,4.0,11.0,7.0,3.0,6.0,3.0,3.0,1.0,0.0,3
298,2011-02-04,Arsenal,Blackburn,0.0,0.0,D,0.0,0.0,D,P Dowd,19.0,7.0,11.0,2.0,10.0,9.0,11.0,4.0,1.0,2.0,0.0,1.0,3
303,2011-02-04,West Brom,Liverpool,2.0,1.0,H,0.0,0.0,D,M Atkinson,17.0,13.0,14.0,9.0,10.0,15.0,0.0,5.0,2.0,3.0,0.0,0.0,3
316,2011-10-04,Blackpool,Arsenal,1.0,3.0,A,0.0,2.0,A,L Mason,12.0,16.0,6.0,7.0,13.0,9.0,6.0,4.0,2.0,2.0,0.0,0.0,3
317,2011-11-04,Liverpool,Man City,3.0,0.0,H,3.0,0.0,H,M Halsey,15.0,13.0,7.0,4.0,6.0,3.0,6.0,2.0,1.0,0.0,0.0,0.0,3
323,2011-04-17,Arsenal,Liverpool,1.0,1.0,D,0.0,0.0,D,A Marriner,12.0,9.0,6.0,5.0,13.0,13.0,10.0,3.0,2.0,4.0,0.0,0.0,3
